officename,pincode
Salmari PDC,786610
Ashabam PDC,786621
Kamini Tea Estate PDC,786191
Chenibill Chungipathar PDC,786103
Dangopara Chariali PDC,786611
Kenduguri Te PDC,786611
Mahkhowa PDC,786611
Borabhayapuri PDC,786103
Hatibondha PDC,786103
Niz Bhekulajan PDC,786103
Garguri PDC,786612
Kasulugaon PDC,786612
Sisumari Barpathar PDC,786612
Deotala PDC,787033
Durpang PDC,787033
Letekupukhuri PDC,787033
Laholial PDC,784161
Morichapathar PDC,784161
Kenduguri PDC,784161
Salmari No 2 PDC,787026
Bokulguri PDC,787055
Dighalia Hiloidhari PDC,787055
Gobindapur PDC,787055
Jalbhari PDC,787055
Manikachuk PDC,787055
Simaluguri PDC,784165
Aradhal PDC,787057
Borachira Gaon PDC,787057
Borlung PDC,787057
Bulakata PDC,787057
Jiadhal PDC,787057
Lakhipathar PDC,787057
Bordeurigaon PDC,784164
Kayam Borpathar PDC,787035
Deuliagaon PDC,787053
Dhenukhana PDC,787053
Ga Dangar Chuk PDC,787053
Na Nadi Bhebeli Kahcari Gaon PDC,787034
Joriguri PDC,784160
Joyhing Te PDC,787051
Kakoi Rajgarh PDC,787051
Bengenagarah PDC,787058
Nemutengani PDC,787058
Sissimukh PDC,787058
Gandhia Tiniali PDC,787058
Borkhelia PDC,787032
Dirgha Majgaon PDC,787032
Gereki PDC,787032
Mahaijan PDC,787032
Dambukial NC PDC,787032
Doolahat PDC,787023
Fulbari Bokanadi PDC,787023
Katri Chapori PDC,787056
Betanipam PDC,787059
Kerekani Majgaon PDC,787110
Nilakh Chariali PDC,787110
Pukia PDC,787110
Tikahill PDC,782450
Lorenthepi PDC,782482
Deithor PDC,782480
Golaibasti PDC,782480
Karagaon PDC,782480
Kuligaon PDC,782480
Sarihajan PDC,782480
Tengelijan PDC,782470
Dewanbasti PDC,782462
Rengkimi Village PDC,782462
Baghpani PDC,782441
Parakhowa Bazar PDC,782441
Langminso PDC,782485
Khanduli PDC,782486
Phongjangre PDC,782486
Bobilgaon PDC,782481
Eradighalpani PDC,782481
Fultoli Bazar PDC,782446
Lamsakhang PDC,782446
Mainapur Bazar PDC,782446
Harlongpher PDC,782447
Samarail PDC,782439
Joynagar Madrassa PDC,782445
Bhalukmari PDC,782442
Borghuli Sapmar PDC,782120
Burhachaparigao PDC,782120
Amlakhi PDC,782122
Barchila PDC,782142
Chakalaghat PDC,782142
Haloakanda PDC,782121
Lengeribori PDC,782121
Beltola PDC,782425
Chabukdhara PDC,782106
Changmaji PDC,782440
Koroiguri PDC,782440
Modertoli PDC,782440
Ahatguri PDC,782412
Borbheti Dhing PDC,782123
Silpukhuri PDC,782123
Sonarigaon PDC,782123
Aibheti PDC,782002
Bihlangani PDC,782002
Dimaruguri PDC,782003
Palasani PDC,782003
Uriagaon PDC,782003
Burgaon PDC,782411
Jagi PDC,782411
Mayang Kamarpur PDC,782411
Raja Mayang PDC,782411
Dayang Beloguri PDC,782410
Burapahar PDC,782136
Kachadhara Nakhanda PDC,782104
Patidaya PDC,782104
Patuakata PDC,782104
Sapmarigaon PDC,782104
Mithapukhuripar PDC,782124
Umpanai PDC,782413
Ghilani PDC,782426
Niz narikoli PDC,782426
Simaluguri PDC,782426
Bengenaati PDC,782137
Amoni PDC,782138
Datialbori PDC,782126
Goroimaripathar PDC,782126
Hahcharagaon PDC,782126
Bangalpara PDC,782105
Karatipam PDC,782105
Komoraguri PDC,782105
Biharigaon PDC,782101
Tulashimukh PDC,782101
Barapujia PDC,782103
Gandhibori PDC,782103
Ramjanati PDC,782103
Vadlagudem PDC,507306
Kakarla PDC,507166
Nallabandabodu PDC,507166
Kuppanakuntla PDC,507302
Pallewada PDC,507302
Gangadevunipadu PDC,507302
Garibpeta PDC,507118
Bangaruchelka PDC,507118
Chatakonda PDC,507118
Hemachandrapuram PDC,507118
Nagupalli PDC,507303
Karivarigudem PDC,507120
Vepalagadda PDC,507120
Kunchaparthi PDC,507164
Racharla PDC,507164
Beerapally PDC,507164
J L Puram PDC,507164
KG Mallela PDC,507164
Ramannapalem PDC,507164
Shambunigudem PDC,507164
Bodu PDC,507127
Lachagudem PDC,507127
Chandruthanda PDC,507127
Polaram PDC,507124
Bhagyanagar Thanda PDC,507123
Pegallapadu PDC,507127
Usirikayalapalli PDC,507123
Kachanapalli PDC,507123
Muthapuram PDC,507123
Guttakinda Gumpu PDC,507123
Polampally PDC,507123
Dongathogu PDC,507123
Mamakannu PDC,507123
Lalthanda PDC,507127
9thMile Thanda PDC,507127
Rampuram PDC,507127
Pubelly PDC,507123
Puligadda PDC,521122
Vekanuru PDC,521122
V Rudravaram PDC,521133
Akumarru PDC,521149
Kankata PDC,521149
Chitturu PDC,521150
Tadepalli PDC,521132
Jayapuram PDC,521328
Lingareddipalem PDC,521328
Endakuduru PDC,521131
Nagayatippa PDC,521125
Gudapadu PDC,521135
Etimogga PDC,521120
Ganapeswaram PDC,521120
Nali PDC,521120
Parrachivara PDC,521120
Sorlagondhi PDC,521120
P G Lanka PDC,521156
Daggumilli(Z) PDC,521157
Kummaripalem PDC,521130
Bhatlapenumarru PDC,521138
Pedapatnam PDC,521002
Machavaram PDC,523113
Yadlavanipalem PDC,521002
Gundupalem PDC,521003
Kongamcherla PDC,521331
Vadlamannadu PDC,521331
Satulru PDC,521369
Lellagaruvu PDC,521366
Nandigama PDC,521366
Obulesunipalle PDC,522612
Jaggapuram PDC,522233
Karuchola PDC,522233
Vankayalapadu PDC,522233
Sandepudi PDC,522619
Angaluru PDC,522658
Chintapalle PDC,522614
Garikapadu PDC,522614
Mellavagu PDC,522614
Kattubadivaripalem PDC,522611
Machavaram PDC,522615
KOTHAPALEM PDC,522615
EDWARDPET PDC,522615
Mupparajuvaripalem PDC,522660
Pamidipadu PDC,522660
Puvvada PDC,522660
Ramudipalem PDC,522660
Reddipalem PDC,522660
Pitchikalapalem PDC,522649
Nudurupadu PDC,522529
Rupenagunta PDC,522603
Pamidipadu Agraharam PDC,522603
Mulakaluru PDC,522603
Arvapalli PDC,522603
Gogulapadu PDC,522617
Ramireddipalem PDC,522617
Vadlamudivaripalem PDC,522617
Bethapudi PDC,522549
Ponugupadu PDC,522549
Pamidimarru PDC,522549
Ellamanda PDC,522549
Jonnalagadda PDC,522549
Karumanchi PDC,522646
Sanampudi PDC,522646
Gutlapalle PDC,522657
Perurupadu PDC,522657
Andugula Kothapalem PDC,522647
Chatragaddapadu PDC,522647
Kondramutla PDC,522647
Challagariga PDC,522409
Chintapalle PDC,522409
Machayapalem PDC,522411
Chinaagraharam PDC,522437
Gamalapadu PDC,522414
Kesanapalle PDC,522414
Mutyalampadu PDC,522414
Sarangapalle PDC,522414
Srinagar PDC,522414
Tangeda PDC,522414
BATRUPALEM PDC,522414
Miriyala PDC,522415
Pulipadu PDC,522415
Gudipadu PDC,522410
Vipparla PDC,522410
Voravakallu PDC,522410
Velampalle PDC,522435
Gannavaram PDC,522426
Kambhampadu PDC,522426
Koppunuru PDC,522426
RACHAMALLAPADU PDC,522426
Korrapadu PDC,522438
Takkellapadu PDC,522438
Visadala PDC,522438
Lankalakurapadu PDC,522408
Narnepadu PDC,522408
Turkapalem PDC,522408
Bollavaram PDC,522408
RAMAPURAM PDC,522436
Kattamuru PDC,522402
Lagadapadu PDC,522402
Munugodu PDC,522402
Abburu PDC,522402
Gudipudi PDC,522402
Panidem PDC,522402
Konanki PDC,522413
Kubadpuram PDC,522413
Morjampadu PDC,522413
Nemalipuri PDC,522413
Zulakallu PDC,522413
Rentala PDC,522421
Mandapadu PDC,522401
Kandlagunta PDC,522613
Sirigiripadu PDC,522613
LOYAPALLI PDC,522613
Lingamgunta B O-An PDC,524203
Akkarajuvari Kandriga PDC,524142
Kothapeta PDC,524221
Chowtaputtedu PDC,524240
Manubolupadu PDC,524240
Vellupodu PDC,524240
Rachavaripalli PDC,524222
Annavaram PDC,524223
Kammavaripalem B O-J PDC,524223
Chalamcherla PDC,524223
Polampadu PDC,524224
Vepanapi PDC,524224
Dubagunta B O-K PDC,524239
Chinnamachanur PDC,524230
Bodasi Idayapalli PDC,524310
Turupur PDC,524225
Balayapalli PDC,524226
Masaipeta PDC,524226
Pullayapalli PDC,524226
Dubagunta B O-V PDC,524228
Batrakagallu PDC,524315
Chennarayunipalem PDC,524315
Velicherla PDC,524315
Gowravaram B O-A PDC,524302
Mangupalli PDC,524302
Ponguru PDC,524302
Pottepalem PDC,524004
Peddabbipuram PDC,524304
Tellapadu B O-A PDC,524304
Cherloyadavalli PDC,524322
Nuvvurupadu PDC,524322
Pidathapoluru PDC,524346
Pottempadu PDC,524346
Chellayapalem PDC,524305
Jonnavada PDC,524305
Rebala PDC,524305
Gundlapalem PDC,524003
Kondayapalem B O-D PDC,524003
Nellore Ceremic Factory PDC,524003
Panchedu PDC,524306
Turimerla PDC,524317
Uppalapadu PDC,524317
Kavali Yadavalli PDC,524234
Komarika PDC,524314
Mahimalur PDC,524307
Ramanaidupalli PDC,524307
Damagunta PDC,524316
Pothireddypalem PDC,524137
Vegur PDC,524137
Tikkavaram PDC,524312
Irlapadu PDC,524312
Krishnapatnam PDC,524344
Gangapatnam PDC,524313
Koruturu PDC,524313
Ramudupalem PDC,524313
Somarajupalli PDC,524313
Yellayapalem PDC,524366
Bandarupalli PDC,524303
Hasanapuram PDC,524308
Kolagatla PDC,524308
Kuppurupadu PDC,524308
Srikolanu PDC,524308
Vasili PDC,524308
Papireddypalem PDC,524311
Alaganipadu PDC,524318
Vavilla PDC,524318
Edubadu PDC,523171
Inagallu PDC,523171
Poluru PDC,523171
Gangavaram PDC,523167
Koniki PDC,523167
Pavulur PDC,523167
Thotavaripalem PDC,523166
Munnagivaripalem PDC,523169
Budavada PDC,523169
Jagarlamudi PDC,523169
Burlavaripalem PDC,523157
Timmasamudram PDC,523185
Timidithapadu PDC,523170
Puretipalli PDC,523281
Baddepudi PDC,523281
Darakanipadu PDC,523281
Chirrikurapadu PDC,523271
Narasingole PDC,523271
Banjipet PDC,506244
Petlur PDC,523270
Dharmavarm PDC,523270
Mugachinala PDC,523270
Pedakandlagunta PDC,523270
Tatakulapalem PDC,523270
Mutyalapadu PDC,523115
Nayudupalem PDC,523115
V R Kota PDC,523113
Kalavalla PDC,523113
Parikondapadu PDC,523113
Pedamopadu PDC,523113
Cherukur PDC,523109
Ippagunta PDC,523109
Malepadu PDC,523109
Kanumalla PDC,523101
Sanampudi PDC,523101
Kondikandukur PDC,523101
Oguru PDC,523101
Kondai PDC,506165
Jayavaram PDC,523274
Paletipadu PDC,523279
Chodavaram PDC,523279
Vennuru PDC,523279
Ayyavaripalli PDC,523116
Kandulur PDC,523272
Pellur PDC,523272
Savireddi Palem PDC,523272
Thurpu Naidu Palem PDC,523272
Mopadu PDC,523110
Eastkattakindapalli PDC,523110
Raghunadhapuram PDC,523110
Musunurukothapalli PDC,523112
Devavaram PDC,523247
Perareddipalli PDC,523246
Garimenapenta PDC,523246
Vemulapadu PDC,523246
Kaluzuvvalapadu PDC,523241
West Veerayapalem PDC,523304
Pasupugallu PDC,523265
Pedairlapadu PDC,523117
Chintagumpalli PDC,523117
Marrikuntapalli PDC,523117
Vengalayapalli PDC,523117
Narayapalli PDC,523228
Ummanapalli PDC,523228
Venkateswarapuram PDC,523111
Narramarella PDC,523108
Challagirigala PDC,523245
Ramulaveedu PDC,523247
Bellamkondavaripalem PDC,523252
Botlapalem PDC,523252
Bommireddipalli PDC,523254
Cheerladinne PDC,523230
Markondapuram PDC,523230
Nippatlapadu PDC,523253
Rallapalli PDC,523224
Vedullacheruvu PDC,523224
Ramalingapuram PDC,523224
Purimetla PDC,523265
Kotikalapudi PDC,523201
Makkenavaripalem PDC,523201
Kunamnenivaripalem PDC,523226
Madanur PDC,523280
Ulichi PDC,523182
Elchuru PDC,523303
Kopperapadu PDC,523303
Kunduru PDC,523303
Makkenavaripalem PDC,523303
Yerrapalem PDC,523212
Daivalaravuru PDC,523212
Thimmana Palem PDC,523212
Basavannapalem PDC,523211
Degaramudi PDC,523301
Rajupalem PDC,523301
Vinjanampadu PDC,523301
Hanumapuram PDC,523183
Kandlagunta PDC,523183
B Machavaram PDC,523225
Gummalampadu PDC,523225
Modepalli PDC,523264
Korrapativaripalem PDC,523264
Pedaganjam PDC,523186
Pedjangalapalli PDC,523260
Ramkur PDC,523260
Krishnampalem PDC,534313
Lakshmipuram PDC,534313
Dhumantunigudem PDC,534313
Gunjavaram PDC,534318
Hukumpeta PDC,534318
Kunkala PDC,534318
Reddinagampalem PDC,534318
Narsimhasagar PDC,506172
Nandigudem PDC,534316
K Agraharam PDC,534329
Kaldhari PDC,534329
Settipeta PDC,534301
Tallapalem PDC,534301
Purushottapalli PDC,534302
Palampeta PDC,506345
Katakoteswaram PDC,534305
Veerannapet PDC,506224
Gajjaram PDC,534341
Gutala PDC,534341
Tadipudi PDC,534341
Kotha Pattisam PDC,534341
Peddavam PDC,534340
Penkanametta PDC,534340
Narsapur(Bore) PDC,506344
Mudunuru PDC,534196
Surya Rao Palem PDC,534156
Adavikolanu PDC,534198
Kaligotla PDC,534198
Kothapalli PDC,534198
Yenikepalli PDC,534198
Jajulakunta PDC,534112
Darisaparru PDC,534166
Cheepurugudem PDC,534176
Marampalli PDC,534146
Muddapuram PDC,534146
Nandamuru PDC,534146
Uppakapadu PDC,534411
Garagaparru PDC,534186
Vundurru PDC,534186
Gopapuram PDC,522310
Gudipudiagraharam PDC,522310
Nandirajuthota PDC,522102
Sangupalem PDC,522311
Vellaluru PDC,522212
Jupudi PDC,522212
Lemellepadu PDC,522212
Vetapalem PDC,522212
Vinayasramam PDC,522309
Mulapalem PDC,522113
Reteru PDC,522113
Venigallavaripalem PDC,522258
Bhupathipur PDC,505460
Kondamudi PDC,522341
Peddavaram PDC,522259
Thotapalli PDC,522259
Ganapavaram PDC,522111
Kallipalem PDC,522262
Mallampalli PDC,505466
Adavuladivi PDC,522262
Dindi PDC,522262
Mulukuduru PDC,522315
Karankivaripalem PDC,522268
Muttupalli Agraharam PDC,522268
Mannava PDC,522316
Gudem PDC,505404
Manthenavaripalem PDC,522329
Kankatapalem PDC,522317
Mamillapalli PDC,522318
Nadigaddapalem PDC,522318
Pedagadelavarru PDC,522318
Annavarapulanka PDC,522301
Burripalem PDC,522301
Surepalli PDC,522256
Singupalem PDC,522264
Kaithepalle PDC,522264
Piratlanka PDC,522264
Tummala PDC,522264
Vaddevaripalem PDC,522264
Chiluvuru PDC,522330
Kantamrajukonduru PDC,522330
Munnangi PDC,522304
Tumuluru PDC,522304
Davuluru PDC,522304
Yadavuru PDC,522313
Nelapadu PDC,522202
Pedaravuru PDC,522202
Bethapudi PDC,522265
Chatragadda PDC,522265
Guddikayalanka PDC,522265
Voleru PDC,522265
Nalluru PDC,522265
Nallurupalem PDC,522265
Peteru PDC,522265
Vullipalem PDC,522265
Moodapalli PDC,505403
Butumalli PDC,522261
Boddapadu PDC,521151
Krishnaraopalem PDC,521226
Kotha Edara PDC,521211
Thotapalli PDC,521211
Vattigudipadu PDC,521211
Wambay Colony PDC,520015
Kesarapalli PDC,521102
Konayapalem PDC,521182
Popuru PDC,521182
Veladikothapalem PDC,521182
Bobbellapadu PDC,521182
Pokkunuru PDC,521182
Bhimavaram PDC,521178
Mangollu PDC,521178
Tirumalagiri PDC,521178
Duggiralapadu PDC,521229
Ganginenipalem PDC,521229
Cheruvu Madhavaram PDC,521229
H Mutyalampadu PDC,521229
Parlapalli PDC,505469
Budavada PDC,521175
Gandrai PDC,521175
Hanumanthapuram PDC,521246
Kadavakollu PDC,521164
Vallampatla PDC,521227
Pinapaka PDC,521228
Vedadri PDC,521457
Kanumuru PDC,521256
Iluru PDC,521247
Patamatalankapalli PDC,521247
Rathnapur PDC,505331
Turlapadu PDC,521183
Thotaravulapadu PDC,521183
Morusumilli PDC,521230
Velvdam PDC,521230
Tolukodu PDC,521230
Peddalingapur PDC,505405
Cheruvukommupalem PDC,521185
Chandapuram PDC,521185
Gandepalli PDC,521185
Kethaveerunipadu PDC,521185
Pendyala PDC,521185
Adavinekkalam PDC,521212
Kanasanapalli PDC,521212
Anigandlapadu PDC,521190
Upper Mallial PDC,505445
Venkatapuram PDC,521190
Kannevidu PDC,521190
Kakaravai PDC,521402
Godilanka PDC,533217
Munganda PDC,533214
Munjavarapukottu PDC,533214
Pedagadavilli PDC,533222
Sakurru PDC,533221
Komaragiripatnam PDC,533210
Bojjavaripeta PDC,533212
Battucheruvu PDC,533212
Kandikuppa PDC,533212
T Kothapalli PDC,533220
Ainavillilanka PDC,533211
Sanapallilanka PDC,533211
Velavalapalli PDC,533211
Kothalanka PDC,533216
Chinakothalanka PDC,533216
Gedillanka PDC,533216
Thanelanka PDC,533216
Vannechintalapudi PDC,533213
Pothukurru PDC,533577
Antarvedi PDC,533252
Pulidindi PDC,533235
Velicheru PDC,533235
Vutchili PDC,533235
Vadapalem PDC,533223
Kathimanda PDC,533254
Sankaraguptam PDC,533250
Mamidikuduru PDC,533247
Modekurru PDC,533229
Kadali PDC,533248
Vegivaripalem PDC,533248
Aravapalem PDC,533248
Merakapalem PDC,533248
Ankampalem PDC,533236
Sakhinetipallipalem PDC,533251
Medicherlapalem PDC,533244
Kesanapalli PDC,533244
Mattaparru PDC,533244
Palagummi PDC,533249
Podalada PDC,533249
Anandapuram PDC,531022
Bondam PDC,531149
Chompi PDC,531149
Siragam PDC,531149
Korra PDC,531151
Layaganda PDC,531151
Sagara PDC,531151
Tutangi PDC,531151
Chodapalle PDC,531011
Jannavaram PDC,531036
Mallam PDC,531036
Pakeersahebpeta PDC,531036
Pedagogada PDC,531036
Varahapuram PDC,531036
Kasipuram PDC,531030
Pedakota PDC,531030
Dayarti PDC,531030
Sammeda PDC,531030
Govindapalem PDC,531061
Kothuru PDC,531061
Murakada PDC,531061
Raja Koduru PDC,531061
Rambilli PDC,531061
Rayapurajupeta PDC,531023
Medicherla PDC,531034
Theeda PDC,531031
Bonthapalli PDC,502313
Vadrapalem PDC,531075
Boyila Kinthada PDC,531075
Mulakapalli PDC,531075
Pallapu Anandapuram PDC,531033
Yerravaram PDC,531033
D L Puram PDC,531081
Vempadu PDC,531081
Ammulapalem PDC,531002
Batlapudi PDC,531002
Thotada PDC,531002
Nunaparthi PDC,531020
Gullipadu PDC,531126
Mangavaram PDC,531126
Dosalapadu PDC,531126
Vakapadu PDC,531060
Kumarapuram PDC,531127
Pedaramabhadrapuram PDC,531127
Amruthpuram PDC,531035
Asakapalle PDC,531035
Gullepalli PDC,531035
Uderoo PDC,531032
Makavaram PDC,531032
Enugutuni PDC,531055
Petasudipuram PDC,531055
Bennavaram PDC,531111
Korukonda PDC,531111
Thammingula PDC,531111
Bhimavaram PDC,531082
Vanthala PDC,531029
Bongaram PDC,531029
Guda PDC,531077
Mettujoru PDC,531077
Andiba PDC,531077
Ganneruputtu PDC,531077
Bangarampeta PDC,531084
Kantaram PDC,531084
Pedamakavaram PDC,531084
Gadampalem PDC,531084
Appalrajupuram PDC,531028
Jaithavaram PDC,531028
M Kotapadu PDC,531028
V B Peta PDC,531028
Lingapuram PDC,531085
Sunkapur PDC,531085
Komaruvolu PDC,531114
Chintalapudi PDC,531087
Revallu PDC,531087
Dharnasagaram PDC,531118
Gabbada PDC,531118
J P Agraharam PDC,531118
Manjhouli PDC,824232
Churi PDC,823002
Kujapi PDC,823002
Budhoul PDC,824118
Diha PDC,824118
Kanousi PDC,824118
Bauri Beldari PDC,804407
Aima Chouki PDC,824233
Dhansingara PDC,824233
Mahimapur PDC,824235
Maranchi PDC,824209
Bhaismara Maksudpur PDC,824236
Jamuara PDC,824236
Akbarpur PDC,804401
Korra PDC,804401
Prasadi English PDC,804401
Sarwan PDC,804403
Uber PDC,804405
Babhana PDC,804417
Saidabad PDC,804417
Utarsarthu PDC,804418
Barnathu PDC,804420
Dora PDC,804420
Murari PDC,804420
Narga PDC,804420
Kharasin PDC,804420
Bansi PDC,804419
Golakpur Dehuni PDC,804420
Hati PDC,804420
Mohiudinpur PDC,804420
Aira PDC,804422
Manikpur PDC,804422
Ratni Bazar PDC,804422
Kachnawan PDC,804422
Makarpur PDC,804422
Kodmarai PDC,804423
Jagpura PDC,804424
Bajitpur PDC,804427
Pariyari PDC,804427
Amain PDC,804425
Sarthua PDC,804427
Injore PDC,804429
Jamuhari PDC,804429
Parasi PDC,804429
Sakri Khurd PDC,804429
Abgil Chaurama PDC,811301
Baladih PDC,811301
Dhanama PDC,811301
Sahora PDC,811301
Kaitha PDC,811301
Kiya Jori PDC,811303
Tola Urba PDC,811303
Nauwadih PDC,811303
Ramchandradih PDC,811303
Banpur PDC,811305
Kewal Fariyatta PDC,811305
Mango Bandar PDC,811305
Sohjana PDC,811305
Suggi PDC,811305
Tabha PDC,811308
Baribag PDC,811317
Nariyana PDC,811317
Bhimain PDC,811317
Gaura PDC,811312
Kakanchaur PDC,811312
Amrath PDC,811313
Barahat PDC,811313
Bukar PDC,811313
Kharsari PDC,811313
Konan PDC,811313
Lohra PDC,811313
Mahadeo Simaria PDC,811313
Itasagar PDC,811313
Mohanpur PDC,811316
Telwa Bazar PDC,811316
Dumari PDC,811314
Naiyadih PDC,811314
Maldah PDC,811101
Sadarpur PDC,811101
Samas PDC,811101
CR Barbigha PDC,811101
Ganga Sarai PDC,811302
Pali PDC,811302
Kalyanpur PDC,811211
Lohchi PDC,811211
B M Tola PDC,811202
Benigir PDC,811202
Dariayapur PDC,811202
Farda PDC,811202
Shankarpur PDC,811202
Shiv Kund PDC,811202
Lohan PDC,811304
Amari PDC,811212
Mangarh PDC,811212
Tola Paisra PDC,811212
Gobadda PDC,811213
Lagma PDC,811213
Manjhgay PDC,811213
Raja Dih PDC,811213
Safiabad PDC,811214
Urain PDC,811309
Sri Kishun PDC,811309
Sahoor PDC,811310
Shobhani PDC,811310
Baghaur PDC,811306
Belari PDC,811311
Damodar Pur PDC,811311
Konag PDC,811306
Mankattha PDC,811311
Parsama PDC,811311
Ramgarh PDC,811311
Ramnagar PDC,811311
S Khairma PDC,811311
Tetarhat PDC,811311
Ambari PDC,811103
Panhesa PDC,811103
Chero PDC,811104
Afni PDC,811105
Biman PDC,811105
Gabai PDC,811105
Hussainabad PDC,811105
Karki PDC,811105
Lodipur PDC,811105
Pain PDC,811105
Pinjari PDC,811105
SGhuskari PDC,811105
Sanaiya PDC,811105
BBartara PDC,811107
Bhadous PDC,811107
Pratappur PDC,811107
R Mahsaura PDC,811107
S Imam Nagar PDC,811107
Kiranpur PDC,811106
Dharampur PDC,803120
Andi PDC,803107
Jana PDC,803107
Kaila PDC,803107
Paroha PDC,803107
Sarbahadi PDC,803107
Uttarthu PDC,803107
Dakshinichak PDC,803211
Karnauti PDC,803212
Rawaich PDC,803212
Parsawan PDC,803214
Atnama PDC,803213
Tajnipur PDC,803213
Amera PDC,801307
Badhauna PDC,803108
Bhadru PDC,803108
Dayalpur PDC,803108
Gonkura PDC,803108
Daniawan Pendapur PDC,801301
Dhurgaon PDC,801301
Jagai PDC,801301
Koshiyawan PDC,801301
Belchi PDC,803110
Birju Milki PDC,803110
Chero PDC,803110
Gopalur PDC,803110
Kolawan PDC,803110
Korari PDC,803110
Narsanda PDC,803110
Kachiyawan PDC,801302
Kaliyachak PDC,801302
Mirzapur PDC,801302
Mominpur PDC,801302
Barai PDC,801303
Bele PDC,801303
Borisarai PDC,801303
Kobil PDC,801303
Pathana PDC,801303
Sanda PDC,801303
Daniyawan PDC,801304
Korari PDC,801304
Merhma PDC,801304
Musarhi PDC,801304
Top PDC,801304
Akair PDC,801305
Bodhibigharamghat PDC,801305
Tinalodipur PDC,801305
Mahuri PDC,803111
Andhana PDC,803113
Barakhurd PDC,803113
Bheria PDC,803113
Kanhaipur PDC,803221
Railly PDC,803221
Ajanaura PDC,803114
Dahpar Sargaon PDC,803114
Eksara PDC,803114
Gaurav Nagar PDC,803114
Khaira PDC,803114
Shankardih PDC,803114
Soure PDC,803114
Durgapur PDC,803115
Ghorsrawan PDC,803115
Pawa PDC,803115
Punha PDC,803119
Meyar PDC,803116
Nahub PDC,803116
Nekpur PDC,803116
Pathraura PDC,803116
Sithaura PDC,803116
Dumrawan PDC,803216
Hargawan PDC,803216
Singthu PDC,803216
Samiya Kurmichak PDC,803306
Karjara PDC,803117
Madhar PDC,803117
Moratalab PDC,803118
Kanhaiya Ganj PDC,801306
Mandachh PDC,801306
Narayanpur PDC,801306
Baghibardiha PDC,805132
Gopalpur PDC,803109
Sarkanda PDC,805102
Madhopur B O PDC,805102
Barat Sarai PDC,805103
Barhauna PDC,805103
Dermobara PDC,805104
Ghostama PDC,805104
Rajapur Saur PDC,805104
Nazardih PDC,805104
D Garh Itpakwa PDC,805106
Kewaii PDC,805141
Lalpur PDC,805106
Manjhila PDC,805106
N Purwaritola PDC,805141
Okhariyagolab PDC,805106
Mahrawan PDC,805107
Apsai PDC,805108
Bajitpur PDC,805108
Aranikesopur PDC,805109
Dohra PDC,805109
Kahuara PDC,805109
Seotar PDC,805109
Hanriya PDC,805109
Merkuri PDC,805122
Hasapur PDC,805111
Mahnadpur PDC,805111
Pachra PDC,805111
Baksoti PDC,805121
Akaunabazar PDC,805123
Bhadokhara PDC,805123
Pakariya PDC,805123
Juri PDC,805124
Diri PDC,805112
Makhar PDC,805112
Nanaura PDC,805112
Kusmuhar PDC,805126
Sughari PDC,805126
Dhiraundh B O PDC,805127
B Makdumpur PDC,805128
Chowar PDC,805128
Dumri PDC,805128
Nagwan PDC,805128
Arnadi PDC,805129
Dhandhar PDC,805129
Khanpur PDC,805129
Belar PDC,805113
Chackwai PDC,805130
Dariyapur PDC,805130
Dergoan PDC,805113
Khakhari PDC,805113
Makanpur PDC,805130
Paingari PDC,805130
Ghariya PDC,805131
Kajoor PDC,805131
Singhwara PDC,805131
Subhanpur PDC,805113
Kothia PDC,800009
Nadghat PDC,800007
NANDLALABAD PDC,803203
RUKUNPUR PDC,803203
SORAMPUR PDC,801505
BELA TARARI PDC,801109
